"","OBJECTID","ID","NAME","ALT_NAME","CROSS_ST","LONG_NAME","LABEL","BOROUGH","NGHBHD","ROUTES","TRANSFERS","COLOR","EXPRESS","CLOSED","lng","lat","UNIQUEID"
"485",485,907,"JFK Terminal 5-6",NA,NA,"JFK Terminal 5-6, Queens","JFK Terminal 5-6","Queens",NA,NA,NA,"AIR-BLUE",NA,NA,-73.7788828314122,40.6464973814876,"485"
"486",486,908,"JFK Terminal 7",NA,NA,"JFK Terminal 7, Queens","JFK Terminal 7","Queens",NA,NA,NA,"AIR-BLUE",NA,NA,-73.7831667751971,40.6485852964149,"486"
"487",487,909,"JFK Terminal 8",NA,NA,"JFK Terminal 8, Queens","JFK Terminal 8","Queens",NA,NA,NA,"AIR-BLUE",NA,NA,-73.7884679001109,40.6477781214906,"487"
"488",488,903,"Federal Circle","Rental Car",NA,"Federal Circle / Rental Car, Queens","Federal Circle / Rental Car","Queens",NA,NA,NA,"AIR-BLUE",NA,NA,-73.8063499891752,40.6599033229731,"488"
"489",489,902,"Long Term Parking",NA,NA,"Long Term Parking, Queens","Long Term Parking","Queens",NA,NA,NA,"AIR-BLUE",NA,NA,-73.8222708186622,40.6633739780158,"489"
"490",490,901,"Howard Beach",NA,"159th Ave","Howard Beach, Queens","Howard Beach","Queens",NA,NA,"A","AIR-BLUE",NA,NA,-73.8304627860799,40.661762238991,"490"
"491",491,900,"Jamaica","Sutphin Blvd","Sutphin Blvd","Jamaica / Sutphin Blvd, Queens","Jamaica / Sutphin Blvd","Queens",NA,NA,"E,J,Z","AIR-BLUE",NA,NA,-73.8081514426658,40.7003709303647,"491"
"492",1,376,"Cortlandt St",NA,"Church St","Cortlandt St (R,W) Manhattan","Cortlandt St (R,W)","Manhattan",NA,"R","R,W","YELLOW",NA,NA,-74.0112154620408,40.7103842574568,"d1ebfc211576b0448d585d1274b16574"
"493",1,376,"Cortlandt St",NA,"Church St","Cortlandt St (R,W) Manhattan","Cortlandt St (R,W)","Manhattan",NA,"W","R,W","YELLOW",NA,NA,-74.0112154620408,40.7103842574568,"6108c039610cd850faa0df15059fb554"
"494",4,125,"138th St","Grand Concourse","Grand Concourse","138th St / Grand Concourse (4,5) Bronx","138th St / Grand Concourse (4,5)","Bronx",NA,"4","4,5","GREEN",NA,NA,-73.9299176698062,40.8130768147539,"6292b4272995497d959814181d472846"
"495",4,125,"138th St","Grand Concourse","Grand Concourse","138th St / Grand Concourse (4,5) Bronx","138th St / Grand Concourse (4,5)","Bronx",NA,"5","4,5","GREEN",NA,NA,-73.9299176698062,40.8130768147539,"3b28d5199d021be8829e513b5a0b3d26"
"610",6,45,"149th St","Grand Concourse","Grand Concourse","149th St / Grand Concourse (2,5) Bronx","149th St / Grand Concourse (2,5)","Bronx",NA,"2","2,4,5","RED-GREEN","express",NA,-73.9272709308977,40.8185533981537,"12fd8947d03ebfc0070bf5e23c400d84"
"611",6,45,"149th St","Grand Concourse","Grand Concourse","149th St / Grand Concourse (2,5) Bronx","149th St / Grand Concourse (2,5)","Bronx",NA,"5","2,4,5","RED-GREEN","express",NA,-73.9272709308977,40.8185533981537,"e1d7f4d68ed83d4d641d35e9dff4868e"
"710",7,127,"161st St","Yankee Stadium","River Ave","161st St / Yankee Stadium (B,D,4) Bronx","161st St / Yankee Stadium (B,D,4)","Bronx",NA,"B","B,D,4","GREEN-ORANGE",NA,NA,-73.9258470681961,40.8279634320058,"a1ef6556c04045f685a3a92d8152d3f5"
"711",7,127,"161st St","Yankee Stadium","River Ave","161st St / Yankee Stadium (B,D,4) Bronx","161st St / Yankee Stadium (B,D,4)","Bronx",NA,"D","B,D,4","GREEN-ORANGE",NA,NA,-73.9258470681961,40.8279634320058,"7bc2b63d48e75b436d595cee68672a0c"
"712",7,127,"161st St","Yankee Stadium","River Ave","161st St / Yankee Stadium (B,D,4) Bronx","161st St / Yankee Stadium (B,D,4)","Bronx",NA,"4","B,D,4","GREEN-ORANGE",NA,NA,-73.9258470681961,40.8279634320058,"f0ac66a31f795c73cc05df4c3ef60361"
"810",8,208,"167th St",NA,"Grand Concourse","167th St (B,D) Bronx","167th St (B,D)","Bronx",NA,"B","B,D","ORANGE",NA,NA,-73.9176802395588,40.8345134640184,"2e739f1517c043d38d958e997a7400ba"
"811",8,208,"167th St",NA,"Grand Concourse","167th St (B,D) Bronx","167th St (B,D)","Bronx",NA,"D","B,D","ORANGE",NA,NA,-73.9176802395588,40.8345134640184,"ae5a820ecf5319e31cc0d6f2fab8ac49"
"1010",10,209,"170th St",NA,"Grand Concourse","170th St (B,D) Bronx","170th St (B,D)","Bronx",NA,"B","B,D","ORANGE",NA,NA,-73.9136864013069,40.838840362565,"eea0a9df83f2d83cfd329789488abd17"
"1011",10,209,"170th St",NA,"Grand Concourse","170th St (B,D) Bronx","170th St (B,D)","Bronx",NA,"D","B,D","ORANGE",NA,NA,-73.9136864013069,40.838840362565,"465fce79a25e8da69b068bd69cd4e4d9"
"1210",12,52,"174th St",NA,"Southern Blvd","174th St (2,5) Bronx","174th St (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.8876820000161,40.8373490010571,"8814e678275195e5cf955f5d86e21913"
"1211",12,52,"174th St",NA,"Southern Blvd","174th St (2,5) Bronx","174th St (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.8876820000161,40.8373490010571,"8e8a71f59c7a40a5c2de35021d1bd470"
"1310",13,210,"174th St","175th St","Grand Concourse","174th St / 175th St (B,D) Bronx","174th St / 175th St (B,D)","Bronx",NA,"B","B,D","ORANGE",NA,NA,-73.9101740007649,40.8459140014645,"55e4c74e2fd8e0477746a4fc4259ff05"
"1311",13,210,"174th St","175th St","Grand Concourse","174th St / 175th St (B,D) Bronx","174th St / 175th St (B,D)","Bronx",NA,"D","B,D","ORANGE",NA,NA,-73.9101740007649,40.8459140014645,"fee0578fcd3cb22a3055fd182249e5b0"
"1510",15,212,"182nd St","183rd St","Grand Concourse","182nd St / 183rd St (B,D) Bronx","182nd St / 183rd St (B,D)","Bronx",NA,"B","B,D","ORANGE",NA,NA,-73.9002709995118,40.8568160008995,"578b0997fdeb83b4b4f8eb9398961be0"
"1511",15,212,"182nd St","183rd St","Grand Concourse","182nd St / 183rd St (B,D) Bronx","182nd St / 183rd St (B,D)","Bronx",NA,"D","B,D","ORANGE",NA,NA,-73.9002709995118,40.8568160008995,"a2331fa6d09ab0e3786db8b3c5fdcb81"
"1810",18,60,"219th St",NA,"White Plains Rd","219th St (2,5) Bronx","219th St (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.8627996620091,40.8835792121441,"d16b0a4864d53254945d244e9451ce7d"
"1811",18,60,"219th St",NA,"White Plains Rd","219th St (2,5) Bronx","219th St (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.8627996620091,40.8835792121441,"21b4728f4c28277667d8c3b52a4ccd8a"
"1910",19,61,"225th St",NA,"White Plains Rd","225th St (2,5) Bronx","225th St (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.8604248993307,40.8878100972121,"34e59f1b346851800a846ec741ceeea6"
"1911",19,61,"225th St",NA,"White Plains Rd","225th St (2,5) Bronx","225th St (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.8604248993307,40.8878100972121,"46df648bc59a6a359c7265d527f8e2a5"
"2110",21,62,"233rd St",NA,"White Plains Rd","233rd St (2,5) Bronx","233rd St (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.8573490290909,40.8933933264913,"5bc66bb8d2c8b6e09f75ec59b85accf0"
"2111",21,62,"233rd St",NA,"White Plains Rd","233rd St (2,5) Bronx","233rd St (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.8573490290909,40.8933933264913,"2fcce74fb2a778aaa8c1c8e04050c624"
"2510",25,296,"W 4th St",NA,"6th Ave","W 4th St (B,D,F,V) Manhattan","W 4th St (B,D,F,V)","Manhattan",NA,"B","A,B,C,D,E,F,V","ORANGE","express",NA,-74.0009020009322,40.7316820010151,"d2745c712c4a2dc0e8fac4a22f56af9a"
"2511",25,296,"W 4th St",NA,"6th Ave","W 4th St (B,D,F,V) Manhattan","W 4th St (B,D,F,V)","Manhattan",NA,"D","A,B,C,D,E,F,V","ORANGE","express",NA,-74.0009020009322,40.7316820010151,"50f6ef4fe32474267231d761ae55016f"
"2512",25,296,"W 4th St",NA,"6th Ave","W 4th St (B,D,F,V) Manhattan","W 4th St (B,D,F,V)","Manhattan",NA,"F","A,B,C,D,E,F,V","ORANGE","express",NA,-74.0009020009322,40.7316820010151,"a78519c4ba83b29986d4601a99aec255"
"2513",25,296,"W 4th St",NA,"6th Ave","W 4th St (B,D,F,V) Manhattan","W 4th St (B,D,F,V)","Manhattan",NA,"V","A,B,C,D,E,F,V","ORANGE","express",NA,-74.0009020009322,40.7316820010151,"98d531cbdb6151f49f1e045c1d4d84d6"
"2710",27,46,"3rd Ave","149th St","149th St","3rd Ave / 149th St (2,5) Bronx","3rd Ave / 149th St (2,5)","Bronx",NA,"2","2,5","RED-GREEN","express",NA,-73.9176421259004,40.8160612033102,"1db6afd0afcb25dafdec6d526d248ed0"
"2711",27,46,"3rd Ave","149th St","149th St","3rd Ave / 149th St (2,5) Bronx","3rd Ave / 149th St (2,5)","Bronx",NA,"5","2,5","RED-GREEN","express",NA,-73.9176421259004,40.8160612033102,"d77d5840f2cb485392a2678606b8c439"
"2810",28,57,"Allerton Ave",NA,"White Plains Rd","Allerton Ave (2,5) Bronx","Allerton Ave (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.8673197182301,40.8654339300786,"c34f3d6acfb42e3111026620f714375f"
"2811",28,57,"Allerton Ave",NA,"White Plains Rd","Allerton Ave (2,5) Bronx","Allerton Ave (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.8673197182301,40.8654339300786,"148f7a1684d5320f0dc8987a7bb43b55"
"3010",30,215,"Bedford Park Blvd",NA,"Grand Concourse","Bedford Park Blvd (B,D) Bronx","Bedford Park Blvd (B,D)","Bronx",NA,"B","B,D","ORANGE",NA,NA,-73.8878730004545,40.8721090010104,"2db4def6f020e96ca1db55a7edb920f4"
"3011",30,215,"Bedford Park Blvd",NA,"Grand Concourse","Bedford Park Blvd (B,D) Bronx","Bedford Park Blvd (B,D)","Bronx",NA,"D","B,D","ORANGE",NA,NA,-73.8878730004545,40.8721090010104,"328e7586203c9254e142c6013898ef22"
"3210",32,55,"Bronx Park East",NA,"White Plains Rd","Bronx Park East (2,5) Bronx","Bronx Park East (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.8683564969559,40.8489910210693,"fef86ee8477e309271c03d94d9d293b5"
"3211",32,55,"Bronx Park East",NA,"White Plains Rd","Bronx Park East (2,5) Bronx","Bronx Park East (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.8683564969559,40.8489910210693,"e4a30ee23b4060dddd9b1da29b445332"
"3510",35,58,"Burke Ave",NA,"White Plains Rd","Burke Ave (2,5) Bronx","Burke Ave (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.8671730013857,40.8714350072222,"e7166ef628d777b459963fc16694773c"
"3511",35,58,"Burke Ave",NA,"White Plains Rd","Burke Ave (2,5) Bronx","Burke Ave (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.8671730013857,40.8714350072222,"d204ffb814ff724cab6184c8b6f416e9"
"4310",43,54,"E 180th St",NA,"Morris Park Ave","E 180th St (2,5) Bronx","E 180th St (2,5)","Bronx",NA,"2","2,5","RED-GREEN","express",NA,-73.8741538879562,40.8413716522075,"3ae286d5d9d0d50f1f4e649252b03a71"
"4311",43,54,"E 180th St",NA,"Morris Park Ave","E 180th St (2,5) Bronx","E 180th St (2,5)","Bronx",NA,"5","2,5","RED-GREEN","express",NA,-73.8741538879562,40.8413716522075,"5c7bf93adb16e1c82e10b47799235984"
"4410",44,53,"E Tremont Ave","West Farms Sq","Boston Rd","E Tremont Ave / West Farms Sq (2,5) Bronx","E Tremont Ave / West Farms Sq (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.8804269571172,40.8400902337291,"42b9f9bf7cc0e1de5c2c4a256dcf611f"
"4411",44,53,"E Tremont Ave","West Farms Sq","Boston Rd","E Tremont Ave / West Farms Sq (2,5) Bronx","E Tremont Ave / West Farms Sq (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.8804269571172,40.8400902337291,"1c5fca42aaa1fee8ae3b65560f87c07f"
"4610",46,213,"Fordham Rd",NA,"Grand Concourse","Fordham Rd (B,D) Bronx","Fordham Rd (B,D)","Bronx",NA,"B","B,D","ORANGE","express",NA,-73.8971017979186,40.862416003421,"add54c1dd007c3d885bf18713f170140"
"4611",46,213,"Fordham Rd",NA,"Grand Concourse","Fordham Rd (B,D) Bronx","Fordham Rd (B,D)","Bronx",NA,"D","B,D","ORANGE","express",NA,-73.8971017979186,40.862416003421,"5639109668fd1bf7b911387725d8006b"
"4810",48,51,"Freeman St",NA,"Southern Blvd","Freeman St (2,5) Bronx","Freeman St (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.891831914025,40.8301696659369,"1ee50bab0be612703572e6d734d306e0"
"4811",48,51,"Freeman St",NA,"Southern Blvd","Freeman St (2,5) Bronx","Freeman St (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.891831914025,40.8301696659369,"d33c6704d00e79db2dd62353883a9c7f"
"501",50,59,"Gun Hill Rd",NA,"White Plains Rd","Gun Hill Rd (2,5) Bronx","Gun Hill Rd (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.8665184439977,40.8774108055473,"c5a263ab075e511ee618dd5990350d36"
"502",50,59,"Gun Hill Rd",NA,"White Plains Rd","Gun Hill Rd (2,5) Bronx","Gun Hill Rd (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.8665184439977,40.8774108055473,"0807431e361e1bd2cb06ae7dabe28da3"
"521",52,49,"Intervale Ave",NA,"Westchester Ave","Intervale Ave (2,5) Bronx","Intervale Ave (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.896892779673,40.8220955744118,"d191f60833b8923c952f5435778dbf5b"
"522",52,49,"Intervale Ave",NA,"Westchester Ave","Intervale Ave (2,5) Bronx","Intervale Ave (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.896892779673,40.8220955744118,"a70a36a7cebe3ae15ef212c1062cc473"
"531",53,47,"Jackson Ave",NA,"Westchester Ave","Jackson Ave (2,5) Bronx","Jackson Ave (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.908252751634,40.8162420137351,"ee06105f0c2f5e1adf3979d26a4037ea"
"532",53,47,"Jackson Ave",NA,"Westchester Ave","Jackson Ave (2,5) Bronx","Jackson Ave (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.908252751634,40.8162420137351,"3ba49855104cdd479ad8f644d42b6b95"
"541",54,214,"Kingsbridge Rd",NA,"Grand Concourse","Kingsbridge Rd (B,D) Bronx","Kingsbridge Rd (B,D)","Bronx",NA,"B","B,D","ORANGE",NA,NA,-73.8942930121922,40.866175277228,"6fe53cf1e6a244c712e63aa7485c8060"
"542",54,214,"Kingsbridge Rd",NA,"Grand Concourse","Kingsbridge Rd (B,D) Bronx","Kingsbridge Rd (B,D)","Bronx",NA,"D","B,D","ORANGE",NA,NA,-73.8942930121922,40.866175277228,"4377112db8177a6300075e52f379184d"
"621",62,63,"Nereid Ave","238th St","White Plains Rd","Nereid Ave / 238th St (2,5) Bronx","Nereid Ave / 238th St (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.8543225408412,40.8984621366437,"d048309ac31074554ba56e5a1189cc22"
"622",62,63,"Nereid Ave","238th St","White Plains Rd","Nereid Ave / 238th St (2,5) Bronx","Nereid Ave / 238th St (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.8543225408412,40.8984621366437,"36a80e36f8d66339fb1b5e160d40a7bf"
"651",65,56,"Pelham Pky",NA,"White Plains Rd","Pelham Pky (2,5) Bronx","Pelham Pky (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.8676073136145,40.857235233817,"3e7aa4a0bb41ed335ebbe17f812943fb"
"652",65,56,"Pelham Pky",NA,"White Plains Rd","Pelham Pky (2,5) Bronx","Pelham Pky (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.8676073136145,40.857235233817,"8bd760208925d6e0e409ec5c40c73afd"
"661",66,48,"Prospect Ave",NA,"Westchester Ave","Prospect Ave (2,5) Bronx","Prospect Ave (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.9016285595305,40.8196777277961,"bbd0d4616cba2bbb60ea1096b46a4315"
"662",66,48,"Prospect Ave",NA,"Westchester Ave","Prospect Ave (2,5) Bronx","Prospect Ave (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.9016285595305,40.8196777277961,"31197b00efa2ef21f51fc72a60b4ddb7"
"671",67,50,"Simpson St",NA,"Westchester Ave","Simpson St (2,5) Bronx","Simpson St (2,5)","Bronx",NA,"2","2,5","RED-GREEN",NA,NA,-73.8929554463106,40.8241307780039,"d78d27a86b3f9bd3c46b32b2572d00a9"
"672",67,50,"Simpson St",NA,"Westchester Ave","Simpson St (2,5) Bronx","Simpson St (2,5)","Bronx",NA,"5","2,5","RED-GREEN",NA,NA,-73.8929554463106,40.8241307780039,"5579f7c729a17454b71931d5e523d4fb"
"691",69,211,"Tremont Ave",NA,"Grand Concourse","Tremont Ave (B,D) Bronx","Tremont Ave (B,D)","Bronx",NA,"B","B,D","ORANGE","express",NA,-73.9059303907008,40.8494899245187,"b2ac446aedaa3dbd3607bdaac16d1b30"
"692",69,211,"Tremont Ave",NA,"Grand Concourse","Tremont Ave (B,D) Bronx","Tremont Ave (B,D)","Bronx",NA,"D","B,D","ORANGE","express",NA,-73.9059303907008,40.8494899245187,"5e87ef885552bfbba67b0e65e08de952"
"751",75,422,"18th Ave",NA,"New Utrecht Ave","18th Ave (D,M) Brooklyn","18th Ave (D,M)","Brooklyn",NA,"D","D,M","BROWN-ORANGE",NA,NA,-74.0017287561241,40.6079687107108,"08219a1df382ff9198ea12cb27b45bf9"
"752",75,422,"18th Ave",NA,"New Utrecht Ave","18th Ave (D,M) Brooklyn","18th Ave (D,M)","Brooklyn",NA,"M","D,M","BROWN-ORANGE",NA,NA,-74.0017287561241,40.6079687107108,"21271c8be5c89422d3b552e4f6cac843"
"791",79,423,"20th Ave",NA,"86th St","20th Ave (D,M) Brooklyn","20th Ave (D,M)","Brooklyn",NA,"D","D,M","BROWN-ORANGE",NA,NA,-73.9982510014794,40.6046310002271,"7be8e7d6a8c074eb0d5b4e3516e44fd9"
"792",79,423,"20th Ave",NA,"86th St","20th Ave (D,M) Brooklyn","20th Ave (D,M)","Brooklyn",NA,"M","D,M","BROWN-ORANGE",NA,NA,-73.9982510014794,40.6046310002271,"6a23411d95b4e64a1f6a3cc0e6d9ee38"
"812",81,406,"25th St",NA,"4th Ave","25th St (M,R) Brooklyn","25th St (M,R)","Brooklyn",NA,"M","M,R","BROWN-YELLOW",NA,NA,-73.9980208673238,40.6604676787805,"587abf26c8cc6b3f5e09a4a3f02bfe3c"
"813",81,406,"25th St",NA,"4th Ave","25th St (M,R) Brooklyn","25th St (M,R)","Brooklyn",NA,"R","M,R","BROWN-YELLOW",NA,NA,-73.9980208673238,40.6604676787805,"b98bc0b1a66eeda64d45df2d1e7650bc"
"821",82,407,"36th St",NA,"4th Ave","36th St (D,M,N,R) Brooklyn","36th St (D,M,N,R)","Brooklyn",NA,"D","D,M,N,R","BROWN-ORANGE-YELLOW","express",NA,-74.0044317612039,40.6543102902724,"4f05bc9ab932b46640e78031581cf443"
"822",82,407,"36th St",NA,"4th Ave","36th St (D,M,N,R) Brooklyn","36th St (D,M,N,R)","Brooklyn",NA,"M","D,M,N,R","BROWN-ORANGE-YELLOW","express",NA,-74.0044317612039,40.6543102902724,"edf43db96dcf3d54b7e71a3b194f9424"
"823",82,407,"36th St",NA,"4th Ave","36th St (D,M,N,R) Brooklyn","36th St (D,M,N,R)","Brooklyn",NA,"N","D,M,N,R","BROWN-ORANGE-YELLOW","express",NA,-74.0044317612039,40.6543102902724,"a3366d56e68007db641a1eaf007a354b"
"824",82,407,"36th St",NA,"4th Ave","36th St (D,M,N,R) Brooklyn","36th St (D,M,N,R)","Brooklyn",NA,"R","D,M,N,R","BROWN-ORANGE-YELLOW","express",NA,-74.0044317612039,40.6543102902724,"3f7f0ec02c906e896093b2465279fa88"
"851",85,417,"50th St",NA,"New Utrecht Ave","50th St (D,M) Brooklyn","50th St (D,M)","Brooklyn",NA,"D","D,M","BROWN-ORANGE",NA,NA,-73.9948308670082,40.6357623853813,"6d9f25d4866d63fb41cfb38ab25e1cd1"
"852",85,417,"50th St",NA,"New Utrecht Ave","50th St (D,M) Brooklyn","50th St (D,M)","Brooklyn",NA,"M","D,M","BROWN-ORANGE",NA,NA,-73.9948308670082,40.6357623853813,"b475b5f9a104dfc674b902df329b82e3"
"871",87,418,"55th St",NA,"New Utrecht Ave","55th St (D,M) Brooklyn","55th St (D,M)","Brooklyn",NA,"D","D,M","BROWN-ORANGE",NA,NA,-73.995441352559,40.6315596524646,"619b261ef78f084e330d3dcc91f3b649"
"872",87,418,"55th St",NA,"New Utrecht Ave","55th St (D,M) Brooklyn","55th St (D,M)","Brooklyn",NA,"M","D,M","BROWN-ORANGE",NA,NA,-73.995441352559,40.6315596524646,"455866bfcc60e726fb47fb28eb80ae2b"
"881",88,410,"59th St",NA,"4th Ave","59th St (N,R) Brooklyn","59th St (N,R)","Brooklyn",NA,"N","N,R","YELLOW","express",NA,-74.0178196133393,40.6414137071094,"502140209c589adc747947a6a240720b"
"882",88,410,"59th St",NA,"4th Ave","59th St (N,R) Brooklyn","59th St (N,R)","Brooklyn",NA,"R","N,R","YELLOW","express",NA,-74.0178196133393,40.6414137071094,"01a3dae754d1c5e5320db968d3950a65"
"891",89,419,"62nd St","New Utrecht Ave","New Utrecht Ave","62nd St / New Utrecht Ave (M,D) Brooklyn","62nd St / New Utrecht Ave (M,D)","Brooklyn",NA,"M","D,M,N","BROWN-ORANGE",NA,NA,-73.9969882207905,40.6260692485941,"5bd7e86da6803a08bca57a6346fd9c8f"
"892",89,419,"62nd St","New Utrecht Ave","New Utrecht Ave","62nd St / New Utrecht Ave (M,D) Brooklyn","62nd St / New Utrecht Ave (M,D)","Brooklyn",NA,"D","D,M,N","BROWN-ORANGE",NA,NA,-73.9969882207905,40.6260692485941,"127aed2e31f5e0610941600ca6c21e05"
"901",90,420,"71st St",NA,"New Utrecht Ave","71st St (D,M) Brooklyn","71st St (D,M)","Brooklyn",NA,"D","D,M","BROWN-ORANGE",NA,NA,-73.9990295959256,40.6189661931805,"314c1d47db13d22a10eab88f616906d9"
"902",90,420,"71st St",NA,"New Utrecht Ave","71st St (D,M) Brooklyn","71st St (D,M)","Brooklyn",NA,"M","D,M","BROWN-ORANGE",NA,NA,-73.9990295959256,40.6189661931805,"063adc7f00d43a2b66cd74643be1a63d"
"921",92,421,"79th St",NA,"New Utrecht Ave","79th St (D,M) Brooklyn","79th St (D,M)","Brooklyn",NA,"D","D,M","BROWN-ORANGE",NA,NA,-74.000825298347,40.612632294824,"68d0590cd89582cad2e475cd1209cf40"
"922",92,421,"79th St",NA,"New Utrecht Ave","79th St (D,M) Brooklyn","79th St (D,M)","Brooklyn",NA,"M","D,M","BROWN-ORANGE",NA,NA,-74.000825298347,40.612632294824,"58f6229d3c6d85e31e1b08184d9f0887"
"931",93,384,"7th Ave",NA,"Flatbush Ave","7th Ave (B,Q) Brooklyn","7th Ave (B,Q)","Brooklyn",NA,"B","B,Q","ORANGE-YELLOW","express",NA,-73.9730763966848,40.6779588791005,"c92f4289e194d5fb7e4888c30f6791b5"
"932",93,384,"7th Ave",NA,"Flatbush Ave","7th Ave (B,Q) Brooklyn","7th Ave (B,Q)","Brooklyn",NA,"Q","B,Q","ORANGE-YELLOW","express",NA,-73.9730763966848,40.6779588791005,"db22a15669c5e84eef23492490d0d022"
"991",99,415,"9th Ave",NA,"39th St","9th Ave (D,M) Brooklyn","9th Ave (D,M)","Brooklyn",NA,"D","D,M","BROWN-ORANGE",NA,NA,-73.9945670947489,40.6464512672396,"512fb4cb8947470ba4c09e4d7dc21bea"
"992",99,415,"9th Ave",NA,"39th St","9th Ave (D,M) Brooklyn","9th Ave (D,M)","Brooklyn",NA,"M","D,M","BROWN-ORANGE",NA,NA,-73.9945670947489,40.6464512672396,"31c80109f5043897a132f21e2f9ce94b"
"1001",100,404,"9th St","4th Ave","4th Ave","9th St / 4th Ave (M,R) Brooklyn","9th St / 4th Ave (M,R)","Brooklyn",NA,"M","F,M,R","BROWN-YELLOW",NA,NA,-73.9887167173366,40.6703427466141,"690188847fa0972db3a20341cbf9f242"
"1002",100,404,"9th St","4th Ave","4th Ave","9th St / 4th Ave (M,R) Brooklyn","9th St / 4th Ave (M,R)","Brooklyn",NA,"R","F,M,R","BROWN-YELLOW",NA,NA,-73.9887167173366,40.6703427466141,"862ca682fa0e8c2205dc1badb076d786"
"1021",102,383,"Atlantic Ave","Brooklyn Academy of Music","Flatbush Ave","Atlantic Ave / Brooklyn Academy of Music (B,Q) Brooklyn","Atlantic Ave / Brooklyn Academy of Music (B,Q)","Brooklyn",NA,"B","B,D,M,N,Q,R,2,3,4,5","ORANGE-YELLOW","express",NA,-73.9767720078698,40.6837964839262,"ddf57e31d45ae30357d04a00997b4bae"
"1022",102,383,"Atlantic Ave","Brooklyn Academy of Music","Flatbush Ave","Atlantic Ave / Brooklyn Academy of Music (B,Q) Brooklyn","Atlantic Ave / Brooklyn Academy of Music (B,Q)","Brooklyn",NA,"Q","B,D,M,N,Q,R,2,3,4,5","ORANGE-YELLOW","express",NA,-73.9767720078698,40.6837964839262,"0627bdb5937937b7366c23299881068a"
"1041",104,77,"Atlantic Ave","Brooklyn Academy of Music","Flatbush Ave","Atlantic Ave / Brooklyn Academy of Music (2,3,4,5) Brooklyn","Atlantic Ave / Brooklyn Academy of Music (2,3,4,5)","Brooklyn",NA,"2","B,D,M,N,Q,R,2,3,4,5","GREEN-RED","express",NA,-73.9774312720387,40.6840551306533,"ca33cb653d004e7c01c0553b351fb7e6"
"1042",104,77,"Atlantic Ave","Brooklyn Academy of Music","Flatbush Ave","Atlantic Ave / Brooklyn Academy of Music (2,3,4,5) Brooklyn","Atlantic Ave / Brooklyn Academy of Music (2,3,4,5)","Brooklyn",NA,"3","B,D,M,N,Q,R,2,3,4,5","GREEN-RED","express",NA,-73.9774312720387,40.6840551306533,"30794d722379a79e79f0814646df7448"
"1043",104,77,"Atlantic Ave","Brooklyn Academy of Music","Flatbush Ave","Atlantic Ave / Brooklyn Academy of Music (2,3,4,5) Brooklyn","Atlantic Ave / Brooklyn Academy of Music (2,3,4,5)","Brooklyn",NA,"4","B,D,M,N,Q,R,2,3,4,5","GREEN-RED","express",NA,-73.9774312720387,40.6840551306533,"3bb36b2c02b2828afdcadf417675ad91"
"1044",104,77,"Atlantic Ave","Brooklyn Academy of Music","Flatbush Ave","Atlantic Ave / Brooklyn Academy of Music (2,3,4,5) Brooklyn","Atlantic Ave / Brooklyn Academy of Music (2,3,4,5)","Brooklyn",NA,"5","B,D,M,N,Q,R,2,3,4,5","GREEN-RED","express",NA,-73.9774312720387,40.6840551306533,"d6c6888b7ff1ef591ddac0d9ad8c66a7"
